date,globrad
2011-01-01,2.355904651562333
2011-01-16,2.8931175000000002
2011-01-31,3.146669775
2011-02-15,9.310276220833334
2011-03-02,10.872991025000001
2011-03-17,12.7843012
2011-04-01,13.737244033333333
2011-04-16,18.4352934
2011-05-01,17.758942291666663
2011-05-16,23.222213333333336
2011-05-31,24.6067814
2011-06-15,19.745777266666668
2011-06-30,20.427748933333337
2011-07-15,21.1724734
2011-07-30,17.5100747125
2011-08-14,15.670180733333332
2011-08-29,13.859887704166665
2011-09-13,12.17023145
2011-09-28,6.621021766666667
2011-10-13,6.127628604166667
2011-10-28,3.9410641708333336
2011-11-12,2.4923169552088664
2011-11-27,1.4928219113452
2011-12-12,1.4042053219235333
2011-12-27,1.1736630754552
2012-01-11,2.4616335257812003
2012-01-26,5.658309479166666
2012-02-10,4.950422266666666
2012-02-25,7.9113095125
2012-03-11,11.632025229166667
2012-03-26,12.787360591666667
2012-04-10,14.4377458125
2012-04-25,21.607567733333333
2012-05-10,23.054801466666667
2012-05-25,19.701862708333334
2012-06-09,23.875174933333334
2012-06-24,23.85034346666667
2012-07-09,21.8082296
2012-07-24,22.6312218
2012-08-08,17.487068816666667
2012-08-23,14.058330383333333
2012-09-07,13.113533933333335
2012-09-22,10.485474254166666
2012-10-07,5.729515748695933
2012-10-22,3.520929466146
2012-11-06,2.710619436718934
2012-11-21,2.036813544547667
2012-12-06,2.084288504313467
2012-12-21,1.8259210405280002
2013-01-05,1.6269041661452666
2013-01-20,2.268379422136
2013-02-04,3.48343205
2013-02-19,8.3411569875
2013-03-06,9.811369008333335
2013-03-21,12.875475420833334
2013-04-05,17.495108266666666
2013-04-20,19.90239946666667
2013-05-05,23.710124266666664
2013-05-20,19.429685
2013-06-04,23.8379402
2013-06-19,22.449079066666666
2013-07-04,21.5482876
2013-07-19,18.522490133333335
2013-08-03,18.7395742
2013-08-18,15.147597145833334
2013-09-02,9.9352785
2013-09-17,7.2051956312500005
2013-10-02,7.121004245670666
2013-10-17,5.103975010416666
2013-11-01,3.1643978223961997
2013-11-16,2.4720267636875333
2013-12-01,2.0857958434893997
2013-12-16,1.6220337960928668
2013-12-31,1.3017479156250669
2014-01-15,3.5396189294270664
2014-01-30,4.644100316666667
2014-02-14,6.851948575
2014-03-01,10.089335775
2014-03-16,14.0172757375
2014-03-31,14.739070235677334
2014-04-15,19.569005666666666
2014-04-30,19.616091066666666
2014-05-15,23.854773666666667
2014-05-30,22.437581066666667
2014-06-14,18.64372877083333
2014-06-29,22.500125466666667
2014-07-14,23.190688533333333
2014-07-29,21.0497542
2014-08-13,17.867741866666666
2014-08-28,13.480454308333332
2014-09-12,13.194799575
2014-09-27,10.201007716666668
2014-10-12,7.068029049739334
2014-10-27,4.9668836111982
2014-11-11,3.1386624674480004
2014-11-26,2.3114392401040664
2014-12-11,1.1862687913407468
2014-12-26,2.224263067187867
2015-01-10,2.060734521875
2015-01-25,2.7413844497399333
2015-02-09,7.256424095833333
2015-02-24,8.9276934875
2015-03-11,13.137666866666667
2015-03-26,10.906660887500001
2015-04-10,16.8811936875
2015-04-25,18.9153846625
2015-05-10,22.41002286666667
2015-05-25,23.577818133333334
2015-06-09,22.180558333333334
2015-06-24,21.562007533333333
2015-07-09,20.34058033333333
2015-07-24,21.40770613333333
2015-08-08,19.650117
2015-08-23,17.240610608333334
2015-09-07,13.827959333333332
2015-09-22,11.2475210125
2015-10-07,8.385840720833334
2015-10-22,4.378058894531334
2015-11-06,2.8595944546867336
2015-11-21,1.7710965226562665
2015-12-06,1.7720478331709333
2015-12-21,1.7735879460229091
